2019 deficit (MW),2019 generation (MW),2019 storage (MW),2020 deficit (MW),2020 generation (MW),2020 storage (MW),2021 deficit (MW),2021 generation (MW),2021 storage (MW),2022 deficit (MW),2022 generation (MW),2022 storage (MW),2023 deficit (MW),2023 generation (MW),2023 storage (MW),2024 deficit (MW),2024 generation (MW),2024 storage (MW)
0.0,228.88761043287036,221.64395368824836,0.0,222.43050486099222,221.64395368824836,0.0,200.4415423008736,221.64395368824836,0.0,187.62648738783074,217.86382570243018,0.0,215.64465478144248,221.64395368824836,0.0,161.6420120736757,197.07624545110613
0.0,255.31814425046278,295.52527158433116,0.0,251.42834675237924,295.52527158433116,0.0,240.51151215797466,295.52527158433116,0.0,180.59531476704194,282.34007751606373,0.0,242.02480265008774,295.52527158433116,0.0,193.7184847436747,270.9575633471889
0.0,267.7416621334833,295.52527158433116,0.0,264.0509367521595,295.52527158433116,0.0,252.45179999560466,295.52527158433116,0.0,123.62888359739982,295.52527158433116,0.0,253.8841402003144,295.52527158433116,0.0,201.84003865450754,295.52527158433116
0.0,267.5467255411915,295.52527158433116,0.0,261.6628791846335,295.52527158433116,0.0,242.97391280940693,295.52527158433116,0.0,122.3815932688651,295.52527158433116,0.0,252.0974345075354,295.52527158433116,0.0,166.9112921484926,295.52527158433116
0.0,255.44620097419357,295.52527158433116,0.0,243.92302296872612,295.52527158433116,0.0,218.39782056500266,295.52527158433116,0.0,120.00841395377185,295.52527158433116,0.0,236.43504911653494,295.52527158433116,0.0,110.16456253969191,295.52527158433116
0.0,229.83510492500838,295.52527158433116,0.0,211.8548213476628,295.52527158433116,0.0,183.05357989400633,295.52527158433116,0.0,118.82966733923689,295.52527158433116,0.0,207.29926378530033,295.52527158433116,0.0,90.11759904366184,285.64287062799303
0.0,188.08500064292926,295.52527158433116,0.0,168.54598398258182,295.52527158433116,0.0,154.12100220399927,295.52527158433116,0.0,120.004278429304,295.52527158433116,0.0,165.01801518791262,295.52527158433116,0.0,114.57804113773892,295.52527158433116
0.0,131.9520294822791,295.52527158433116,0.0,112.94415713724027,295.52527158433116,0.0,99.62277105569588,295.52527158433116,0.0,102.89467458116107,295.52527158433116,0.0,115.39253554808782,295.52527158433116,0.0,94.68470716757979,295.52527158433116
0.0,69.06624425956451,295.52527158433116,0.0,56.117333252884364,295.52527158433116,0.0,70.56384866565425,295.52527158433116,0.0,51.19994698710751,295.52527158433116,0.0,65.82324122711674,295.52527158433116,0.0,45.136850124280976,295.52527158433116
0.0,34.26883398990009,295.52527158433116,0.0,31.80890501749706,295.52527158433116,0.0,39.68927191155867,295.52527158433116,0.0,12.82746148644644,295.52527158433116,0.0,35.259251215640234,295.52527158433116,0.0,12.090637850881077,295.52527158433116
0.0,22.48878288163808,295.52527158433116,0.0,27.358254877496904,295.52527158433116,0.0,30.592179027418414,295.52527158433116,0.0,3.494124943593355,295.52527158433116,0.0,23.603929140231706,295.52527158433116,0.0,14.8314452392952,295.52527158433116
0.0,18.920314854138486,295.52527158433116,0.0,24.830590024684692,295.52527158433116,0.0,27.023710999918816,295.52527158433116,0.0,2.713522562577818,295.52527158433116,0.0,16.875880046716844,295.52527158433116,0.0,16.875880046716844,295.52527158433116
0.0,17.991026305310466,295.52527158433116,0.0,21.373636623044458,295.52527158433116,0.0,21.782523584528786,295.52527158433116,0.0,3.3454387757808717,295.52527158433116,0.0,11.300148753748722,295.52527158433116,0.0,14.534072903670232,295.52527158433116
0.0,17.879511679451102,295.52527158433116,0.0,18.920314854138486,295.52527158433116,0.0,16.987394672576205,295.52527158433116,0.0,5.241187415390032,295.52527158433116,0.0,8.475111565311542,295.52527158433116,0.0,12.415295012342346,295.52527158433116
0.0,18.399913266794794,295.52527158433116,0.0,17.730825511638617,295.52527158433116,0.0,12.861353515779795,295.52527158433116,0.0,7.136936054999192,295.52527158433116,0.0,7.099764513046073,295.52527158433116,0.0,12.415295012342346,295.52527158433116
0.0,18.62294251851352,295.52527158433116,0.0,16.987394672576205,295.52527158433116,0.0,9.478743198045803,295.52527158433116,0.0,7.136936054999192,295.52527158433116,0.0,6.802392177421106,295.52527158433116,0.0,12.935696599686036,295.52527158433116
0.0,18.511427892654158,295.52527158433116,0.0,17.024566214529326,295.52527158433116,0.0,7.768852268202247,295.52527158433116,0.0,5.761589002733723,295.52527158433116,0.0,8.512283107264663,295.52527158433116,0.0,12.935696599686036,295.52527158433116
0.0,18.511427892654158,295.52527158433116,0.0,17.6936539696855,295.52527158433116,0.0,7.95470997796785,295.52527158433116,0.0,4.126041156796409,295.52527158433116,0.0,11.969236508904897,295.52527158433116,0.0,12.787010431873552,295.52527158433116
