2019 deficit (MW),2019 generation (MW),2019 storage (MW),2020 deficit (MW),2020 generation (MW),2020 storage (MW),2021 deficit (MW),2021 generation (MW),2021 storage (MW),2022 deficit (MW),2022 generation (MW),2022 storage (MW),2023 deficit (MW),2023 generation (MW),2023 storage (MW),2024 deficit (MW),2024 generation (MW),2024 storage (MW)
0.0,258.802481246008,320.33147423860703,0.0,229.6951199541451,317.31041212238745,0.0,229.0548890959009,316.7982274357921,0.0,219.05357540390344,308.7971764821941,0.0,260.5063987840169,320.33147423860703,0.0,217.7954403794992,307.79066846267074
0.0,270.5582617876295,427.1086323181427,0.0,248.73331925484902,424.08757020192314,0.0,235.35784844854848,423.5753855153278,0.0,206.3247108114091,393.85694513132137,0.0,280.651098121897,427.1086323181427,0.0,241.49551503708298,414.56782654220643
0.0,266.701443572609,427.1086323181427,0.0,251.0852036053056,427.1086323181427,0.0,231.13766086173104,427.1086323181427,0.0,179.4203330276751,427.1086323181427,0.0,283.98608308945,427.1086323181427,0.0,250.3029007931763,427.1086323181427
0.0,252.64295444588726,427.1086323181427,0.0,239.96235855298806,427.1086323181427,0.0,177.96093371780597,427.1086323181427,0.0,166.28620571935053,427.1086323181427,0.0,267.9486420174115,427.1086323181427,0.0,238.5894671284686,427.1086323181427
0.0,227.07548361770367,427.1086323181427,0.0,209.37328420678915,427.1086323181427,0.0,128.24532510641407,427.1086323181427,0.0,148.60403944088293,427.1086323181427,0.0,233.14211422929563,427.1086323181427,0.0,205.46318253525308,427.1086323181427
0.0,183.23844557644333,427.1086323181427,0.0,163.75537082789594,427.1086323181427,0.0,107.59473090997136,427.1086323181427,0.0,123.69773966915153,427.1086323181427,0.0,183.57267231533092,427.1086323181427,0.0,163.62058129533384,427.1086323181427
0.0,123.44137779564899,427.1086323181427,0.0,106.29379547577277,427.1086323181427,0.0,72.6839297684615,399.7925620866042,0.0,91.19756167679745,418.30619399494014,0.0,119.37009105115919,427.1086323181427,0.0,114.21324446770119,427.1086323181427
0.0,59.281143408391046,427.1086323181427,0.0,48.91600681171608,427.1086323181427,0.0,24.035208462232504,419.02072885639024,0.0,53.9093747625832,427.1086323181427,0.0,57.08134757804305,427.1086323181427,0.0,62.321060836189226,427.1086323181427
0.0,23.41365013779366,427.1086323181427,0.0,10.040926424010816,427.1086323181427,0.0,7.9681712244041485,425.39526583591356,0.0,22.940085589921363,427.1086323181427,0.0,19.728046509567637,427.1086323181427,0.0,24.80884235916273,427.1086323181427
0.0,16.273756865476876,427.1086323181427,0.0,7.708621673120626,427.1086323181427,0.0,7.29334239106699,427.1086323181427,0.0,17.90891903856307,427.1086323181427,0.0,10.901081153907956,427.1086323181427,0.0,18.635657782156933,427.1086323181427
0.0,16.04016226932171,427.1086323181427,0.0,13.029387474432845,427.1086323181427,0.0,6.255144185932899,427.1086323181427,0.0,19.699810942419376,427.1086323181427,0.0,9.888837903902218,427.1086323181427,0.0,18.557792916771877,427.1086323181427
0.0,15.728702807781481,427.1086323181427,0.0,14.976009109059264,427.1086323181427,0.0,5.787954993622558,427.1086323181427,0.0,19.206666794980684,427.1086323181427,0.0,9.032324384666591,427.1086323181427,0.0,17.831054173178018,427.1086323181427
0.0,15.443198301369605,427.1086323181427,0.0,14.612639737262333,427.1086323181427,0.0,4.775711743616819,427.1086323181427,0.0,17.857009128306366,427.1086323181427,0.0,7.500982032093807,427.1086323181427,0.0,17.20813525009756,427.1086323181427
0.0,15.521063166754661,427.1086323181427,0.0,13.574441532128242,427.1086323181427,0.0,4.594027057718353,427.1086323181427,0.0,15.754657762909831,427.1086323181427,0.0,6.047504544906081,427.1086323181427,0.0,16.118027134706765,427.1086323181427
0.0,15.624882987268071,427.1086323181427,0.0,12.406468551352388,427.1086323181427,0.0,5.00930633977199,427.1086323181427,0.0,13.704216307770002,427.1086323181427,0.0,4.4123423718198875,427.1086323181427,0.0,16.014207314193357,427.1086323181427
0.0,14.508819916748925,427.1086323181427,0.0,11.316360435961593,427.1086323181427,0.0,5.372675711568921,427.1086323181427,0.0,11.524000076988411,427.1086323181427,0.0,3.5558288525842623,427.1086323181427,0.0,13.885900993668468,427.1086323181427
0.0,13.029387474432845,427.1086323181427,0.0,11.368270346218297,427.1086323181427,0.0,5.787954993622558,427.1086323181427,0.0,8.383450506457786,427.1086323181427,0.0,2.95886488463216,427.1086323181427,0.0,10.48580187185432,427.1086323181427
