2019 deficit (MW),2019 generation (MW),2019 storage (MW),2020 deficit (MW),2020 generation (MW),2020 storage (MW),2021 deficit (MW),2021 generation (MW),2021 storage (MW),2022 deficit (MW),2022 generation (MW),2022 storage (MW),2023 deficit (MW),2023 generation (MW),2023 storage (MW),2024 deficit (MW),2024 generation (MW),2024 storage (MW)
0.0,280.9596068379442,335.77272630305885,0.0,297.80268638861776,335.77272630305885,0.0,272.32103292170433,335.77272630305885,0.0,208.15976608602827,310.3762970708618,0.0,262.2631003717991,335.77272630305885,0.0,279.04484814419635,335.77272630305885
0.0,311.11880545545307,447.69696840407846,0.0,329.3711489991516,447.69696840407846,0.0,300.8578546277138,447.69696840407846,0.0,231.87176589281074,415.8737097851104,0.0,284.9117877819925,447.69696840407846,0.0,304.3491823828622,447.69696840407846
0.0,325.3096567117134,447.69696840407846,0.0,342.5934806507743,447.69696840407846,0.0,311.90324924449317,447.69696840407846,0.0,209.22641653590796,447.69696840407846,0.0,309.97397199930685,447.69696840407846,0.0,288.40761992870745,447.69696840407846
0.0,322.0961117066064,447.69696840407846,0.0,337.1818039528042,447.69696840407846,0.0,306.67456250461305,447.69696840407846,0.0,187.51503991246022,447.69696840407846,0.0,311.24822559935546,447.69696840407846,0.0,297.6911228494445,447.69696840407846
0.0,302.28155669140875,447.69696840407846,0.0,312.79133364708093,447.69696840407846,0.0,284.1374386335928,447.69696840407846,0.0,170.77234340281194,447.69696840407846,0.0,290.0299968402068,447.69696840407846,0.0,290.2240868156763,447.69696840407846
0.0,264.2648094126411,447.69696840407846,0.0,270.1328349079447,447.69696840407846,0.0,229.90017981235306,447.69696840407846,0.0,138.03785267811205,447.69696840407846,0.0,250.9844840360327,447.69696840407846,0.0,236.92631049619706,447.69696840407846
0.0,206.81959583536835,447.69696840407846,0.0,208.09384943541696,447.69696840407846,0.0,161.4575511834145,447.69696840407846,0.0,101.20499011823965,447.69696840407846,0.0,194.31253374965226,447.69696840407846,0.0,163.67229266196256,447.69696840407846
0.0,135.20472565985511,447.69696840407846,0.0,131.65423784144517,447.69696840407846,0.0,117.53147495081097,447.69696840407846,0.0,78.88656941476782,447.69696840407846,0.0,124.11585586952856,447.69696840407846,0.0,108.28127208221204,447.69696840407846
0.0,60.867286628519224,447.69696840407846,0.0,53.14257664522195,447.69696840407846,0.0,54.71363593831706,447.69696840407846,0.0,43.47189915028498,447.69696840407846,0.0,54.891035647333126,447.69696840407846,0.0,65.1195308381362,447.69696840407846
0.0,27.81813360604365,447.69696840407846,0.0,15.43940580672255,447.69696840407846,0.0,18.732139194835046,447.69696840407846,0.0,9.07931830462727,447.69696840407846,0.0,26.705675306065153,447.69696840407846,0.0,43.901302078987605,447.69696840407846
0.0,21.063029084891323,447.69696840407846,0.0,5.51764998806948,447.69696840407846,0.0,11.419136497048141,447.69696840407846,0.0,3.646446948637222,447.69696840407846,0.0,21.446865605800504,447.69696840407846,0.0,43.373526862737485,447.69696840407846
0.0,20.439294738413903,447.69696840407846,0.0,2.5908965161369735,447.69696840407846,0.0,6.9570369414789095,447.69696840407846,0.0,2.111100865000497,447.69696840407846,0.0,17.704459526935985,447.69696840407846,0.0,42.84575164648736,447.69696840407846
0.0,19.191826045459063,447.69696840407846,0.0,0.9595913022729532,447.69696840407846,0.0,2.1590804301141446,447.69696840407846,0.0,0.8156526069320102,447.69696840407846,0.0,13.578216927162286,447.69696840407846,0.0,41.07050773728239,447.69696840407846
0.0,18.280214308299758,447.69696840407846,0.0,0.3358569557955336,447.69696840407846,0.0,0.047979565113647656,447.69696840407846,0.0,0.43181608602282884,447.69696840407846,0.0,10.267626934320598,447.69696840407846,0.0,38.81546817694096,447.69696840407846
0.0,17.368602571140453,447.69696840407846,0.0,0.28787739068188595,447.69696840407846,0.0,0.0,447.69696840407846,0.0,1.1994891278411914,447.69696840407846,0.0,7.052996071706206,447.69696840407846,0.0,36.60840818171316,447.69696840407846
0.0,15.737297357276432,447.69696840407846,0.0,0.4797956511364766,447.69696840407846,0.0,0.047979565113647656,447.69696840407846,0.0,3.07069216727345,447.69696840407846,0.0,5.085833902046652,447.69696840407846,0.0,34.97710296784914,447.69696840407846
0.0,14.72972648988983,447.69696840407846,0.0,1.0555504325002485,447.69696840407846,0.0,0.14393869534094297,447.69696840407846,0.0,4.222201730000994,447.69696840407846,0.0,5.805527378751367,447.69696840407846,0.0,32.722063407507704,447.69696840407846
