2019 deficit (MW),2019 generation (MW),2019 storage (MW),2020 deficit (MW),2020 generation (MW),2020 storage (MW),2021 deficit (MW),2021 generation (MW),2021 storage (MW),2022 deficit (MW),2022 generation (MW),2022 storage (MW),2023 deficit (MW),2023 generation (MW),2023 storage (MW),2024 deficit (MW),2024 generation (MW),2024 storage (MW)
0.0,328.42951821018687,364.93056034662936,0.0,295.5853191125754,364.93056034662936,0.0,271.1117804907242,364.93056034662936,0.0,343.66360058047735,364.93056034662936,0.0,322.8448360213004,364.93056034662936,0.0,298.3629822221639,364.93056034662936
0.0,349.1428822573806,486.5740804621725,0.0,307.8446180619449,486.5740804621725,0.0,230.4487285594677,469.28954319420353,0.0,344.8972810092334,486.5740804621725,0.0,350.80580571317347,486.5740804621725,0.0,288.97775751889947,486.5740804621725
0.0,350.0480288339158,486.5740804621725,0.0,301.88339310201326,486.5740804621725,0.0,236.88532332037315,486.5740804621725,0.0,322.3760397023814,486.5740804621725,0.0,354.9863743890579,486.5740804621725,0.0,302.6305793602304,486.5740804621725
0.0,330.32683982543927,486.5740804621725,0.0,277.70700976812907,486.5740804621725,0.0,208.94567532023797,486.5740804621725,0.0,322.2730550838102,486.5740804621725,0.0,333.2133868374722,486.5740804621725,0.0,296.01402839108766,486.5740804621725
0.0,290.10067190032356,486.5740804621725,0.0,234.55232564568607,486.5740804621725,0.0,127.9238339762714,486.5740804621725,0.0,278.9970142929947,486.5740804621725,0.0,290.6927070325024,486.5740804621725,0.0,265.3643061966956,486.5740804621725
0.0,228.36434350539875,486.5740804621725,0.0,173.1445311029821,486.5740804621725,0.0,76.00250706017253,462.57658752234505,0.0,196.27738753852037,486.5740804621725,0.0,228.3324311926204,486.5740804621725,0.0,224.06014271738667,486.5740804621725
0.0,150.51788928414686,486.5740804621725,0.0,107.89301691389988,486.5740804621725,0.0,49.52503836437967,412.1016258867247,0.0,103.19752514515943,486.5740804621725,0.0,154.23261128304893,486.5740804621725,0.0,155.46455001657432,486.5740804621725
0.0,67.86396930011662,486.5740804621725,0.0,51.46674505833836,486.5740804621725,0.0,25.42200278004355,432.4392281107596,0.0,56.21212789079067,486.5740804621725,0.0,74.89554883513763,486.5740804621725,0.0,79.95404311194616,486.5740804621725
0.0,18.705416834266252,486.5740804621725,0.0,15.285574679576088,486.5740804621725,0.0,6.174975625834789,437.37920861142743,0.0,23.82908413299437,486.5740804621725,0.0,25.137320258004447,486.5740804621725,0.0,29.37769642045982,486.5740804621725
0.0,6.237732754342326,486.5740804621725,0.0,9.757076137142471,486.5740804621725,0.0,4.757181400198817,441.18495373158646,0.0,18.640384262003526,486.5740804621725,0.0,12.59682217705707,486.5740804621725,0.0,17.281189576232435,486.5740804621725
