base_year,location,data_year,total_deficit_mwh,deficit_hours,total_gen_mwh,avg_storage_mwh
2021,Sapphire Wind Farm,2021,1196.57,20,644864.91,410.66
2021,Sapphire Wind Farm,2022,1215.61,21,648750.18,410.91
2021,Sapphire Wind Farm,2023,0.0,0,664524.53,420.18
2021,Sapphire Wind Farm,2024,0.0,0,631426.08,410.14
2021,Metz Solar Farm ,2019,153.24,3,656575.48,429.76
2021,Metz Solar Farm ,2020,677.97,12,622499.37,424.71
2021,Metz Solar Farm ,2021,964.14,15,630227.55,425.44
2021,Metz Solar Farm ,2022,1154.54,20,623824.86,421.27
2021,Metz Solar Farm ,2023,383.14,8,647677.49,429.63
2021,Metz Solar Farm ,2024,633.71,14,611915.94,416.49
2021,Bullawah Wind Farm,2019,831.74,17,733190.7,379.71
2021,Bullawah Wind Farm,2020,976.16,19,708324.52,378.35
2021,Bullawah Wind Farm,2021,6.43,3,718114.24,376.14
2021,Bullawah Wind Farm,2022,462.72,13,681222.22,372.34
2021,Bullawah Wind Farm,2023,986.25,15,717578.03,379.59
2021,Bullawah Wind Farm,2024,1320.08,33,722649.54,373.95
2021,Sunraysia Solar Farm,2019,934.99,20,638050.49,433.04
2021,Sunraysia Solar Farm,2020,660.12,13,620015.79,435.04
2021,Sunraysia Solar Farm,2021,549.4,13,627061.88,432.09
2021,Sunraysia Solar Farm,2022,1284.79,36,597970.81,424.66
2021,Sunraysia Solar Farm,2023,1200.1,21,627896.2,433.21
2021,Sunraysia Solar Farm,2024,2182.69,49,627417.08,429.27
2021,Hunter Coast Offshore Wind Project (proposed) ,2019,300.99,5,607675.4,653.89
2021,Hunter Coast Offshore Wind Project (proposed) ,2020,151.99,4,584169.44,655.54
2021,Hunter Coast Offshore Wind Project (proposed) ,2021,141.34,4,586205.7,650.54
2021,Hunter Coast Offshore Wind Project (proposed) ,2022,699.59,14,575401.77,635.0
2021,Hunter Coast Offshore Wind Project (proposed) ,2023,160.31,3,608797.37,662.38
2021,Hunter Coast Offshore Wind Project (proposed) ,2024,431.98,12,576723.26,645.09
2021,Muswellbrook Solar Farm ,2019,911.72,15,655169.18,498.94
2021,Muswellbrook Solar Farm ,2020,499.94,14,618916.64,492.49
2021,Muswellbrook Solar Farm ,2021,294.27,7,626407.09,494.51
2021,Muswellbrook Solar Farm ,2022,3058.92,56,599734.62,477.56
2021,Muswellbrook Solar Farm ,2023,163.02,3,654463.95,504.87
2021,Muswellbrook Solar Farm ,2024,1486.19,27,612810.79,483.06
2021,Wollongong Offshore Wind Project (proposed),2019,731.04,12,564268.57,715.98
2021,Wollongong Offshore Wind Project (proposed),2020,745.3,16,539221.49,699.02
2021,Wollongong Offshore Wind Project (proposed),2021,192.36,4,552607.32,703.5
2021,Wollongong Offshore Wind Project (proposed),2022,1907.15,40,543528.97,686.37
2021,Wollongong Offshore Wind Project (proposed),2023,842.67,18,565600.01,720.34
2021,Wollongong Offshore Wind Project (proposed),2024,1936.14,32,544171.22,697.93
2021,Shoalhaven Solar Farm ,2019,359.73,8,685006.63,616.07
2021,Shoalhaven Solar Farm ,2020,137.5,3,653133.6,608.44
2021,Shoalhaven Solar Farm ,2021,401.97,9,667000.51,609.14
2021,Shoalhaven Solar Farm ,2022,284.87,7,654521.59,601.26
2021,Shoalhaven Solar Farm ,2023,0.0,0,682092.19,618.89
2021,Shoalhaven Solar Farm ,2024,1176.01,22,643623.81,600.82
2022,Gippsland offshore wind,2019,0.0,0,760041.34,640.02
2022,Gippsland offshore wind,2020,176.08,5,716045.56,626.43
2022,Gippsland offshore wind,2021,125.08,2,748198.99,631.43
2022,Gippsland offshore wind,2022,586.69,11,719795.88,620.33
2022,Gippsland offshore wind,2023,687.56,13,737952.75,636.74
2022,Gippsland offshore wind,2024,523.62,12,744749.25,621.75
2022,Hazelwood North Solar Farm,2019,121.5,3,833572.99,457.94
2022,Hazelwood North Solar Farm,2020,576.2,13,783462.29,450.27
2022,Hazelwood North Solar Farm,2021,226.63,5,803785.2,455.17
2022,Hazelwood North Solar Farm,2022,616.47,11,762923.23,447.51
2022,Hazelwood North Solar Farm,2023,520.7,11,798117.26,456.27
2022,Hazelwood North Solar Farm,2024,492.53,9,813847.59,453.5
2022,Glenrowan solar farm,2019,0.0,0,1120584.48,555.8
2022,Glenrowan solar farm,2020,141.19,3,1076946.33,550.86
2022,Glenrowan solar farm,2021,571.23,10,1067657.06,543.14
2022,Glenrowan solar farm,2022,367.06,12,1018879.78,542.95
2022,Glenrowan solar farm,2023,470.46,7,1061478.81,547.28
2022,Glenrowan solar farm,2024,0.0,0,1124957.42,551.59
2022,Hawkesdale wind farm,2019,129.29,4,740274.79,531.75
2022,Hawkesdale wind farm,2020,1599.55,34,715085.0,523.2
2022,Hawkesdale wind farm,2021,98.71,2,736017.0,536.26
2022,Hawkesdale wind farm,2022,318.81,8,703907.02,529.53
2022,Hawkesdale wind farm,2023,1154.14,18,734535.05,532.51
2022,Hawkesdale wind farm,2024,908.11,26,719197.25,527.47
2022,Mortlake Energy Hub,2019,102.58,3,765140.12,541.1
2022,Mortlake Energy Hub,2020,1000.46,19,733254.7,530.9
2022,Mortlake Energy Hub,2021,94.19,2,756118.85,541.56
2022,Mortlake Energy Hub,2022,44.17,3,723506.57,535.15
2022,Mortlake Energy Hub,2023,645.96,8,755864.02,539.59
2022,Mortlake Energy Hub,2024,451.69,17,755703.82,538.67
2022,Golden Plains Wind Farm,2019,779.81,19,674984.68,401.76
2022,Golden Plains Wind Farm,2020,1448.97,38,648149.08,393.27
2022,Golden Plains Wind Farm,2021,177.17,8,662663.48,396.59
2022,Golden Plains Wind Farm,2022,275.46,6,633686.2,392.86
2022,Golden Plains Wind Farm,2023,587.75,11,668409.98,397.81
2022,Golden Plains Wind Farm,2024,984.68,22,672440.42,398.02
2022,Elaine Solar Farm,2019,569.78,12,709855.62,387.73
2022,Elaine Solar Farm,2020,749.58,22,680916.15,380.93
2022,Elaine Solar Farm,2021,95.78,2,695459.65,384.47
2022,Elaine Solar Farm,2022,407.43,10,662900.31,380.53
2022,Elaine Solar Farm,2023,408.67,8,701429.74,386.16
2022,Elaine Solar Farm,2024,972.6,21,709878.02,385.23
2022,Warracknabeal Energy Park (proposed),2019,655.94,14,651064.73,533.05
2022,Warracknabeal Energy Park (proposed),2020,856.41,21,629428.84,526.44
2022,Warracknabeal Energy Park (proposed),2021,339.75,10,639220.56,525.88
2022,Warracknabeal Energy Park (proposed),2022,110.61,4,618943.15,527.07
2022,Warracknabeal Energy Park (proposed),2023,652.46,9,632314.76,531.9
2022,Warracknabeal Energy Park (proposed),2024,1066.9,27,635492.97,527.15
2022,Murra Warra Solar Farm (proposed),2019,592.38,14,659260.33,523.36
2022,Murra Warra Solar Farm (proposed),2020,738.79,17,637336.66,516.56
2022,Murra Warra Solar Farm (proposed),2021,354.37,12,648308.85,516.19
2022,Murra Warra Solar Farm (proposed),2022,109.43,4,626710.02,516.19
2022,Murra Warra Solar Farm (proposed),2023,607.92,8,641737.47,521.11
2022,Murra Warra Solar Farm (proposed),2024,921.86,21,648115.13,518.5
2022,Gannawarra Solar Farm,2019,355.52,13,811990.0,413.3
2022,Gannawarra Solar Farm,2020,937.59,19,788617.4,414.78
2022,Gannawarra Solar Farm,2021,92.05,3,797509.45,411.84
2022,Gannawarra Solar Farm,2022,506.55,14,756431.96,407.78
2022,Gannawarra Solar Farm,2023,580.89,10,795224.51,413.27
2022,Gannawarra Solar Farm,2024,1100.32,25,804962.04,409.4
2022,Meering West Wind Farm,2019,434.59,15,786178.05,466.99
2022,Meering West Wind Farm,2020,942.67,19,763309.85,468.46
2022,Meering West Wind Farm,2021,77.05,2,772088.7,465.13
2022,Meering West Wind Farm,2022,456.6,17,733463.17,460.25
2022,Meering West Wind Farm,2023,494.52,10,769060.19,466.85
2022,Meering West Wind Farm,2024,774.01,17,779188.17,462.87
2022,Coopers Gap ,2019,286.08,5,680857.97,377.67
2022,Coopers Gap ,2020,61.51,2,657570.31,377.2
2022,Coopers Gap ,2021,920.55,14,650411.71,374.15
2022,Coopers Gap ,2022,1399.67,21,645837.41,372.46
2022,Coopers Gap ,2023,44.73,2,661962.21,377.57
2022,Coopers Gap ,2024,211.42,6,635930.02,372.2
2022,Dulacca Wind Farm,2019,327.33,5,766526.75,364.04
2022,Dulacca Wind Farm,2020,175.03,3,739286.18,362.83
2022,Dulacca Wind Farm,2021,436.67,7,735763.85,361.64
2022,Dulacca Wind Farm,2022,1055.57,24,719583.34,357.77
2022,Dulacca Wind Farm,2023,116.33,2,748816.51,364.82
2022,Dulacca Wind Farm,2024,233.53,4,710723.62,359.06
2022,Mount Emerald Wind Farm,2019,904.79,27,658734.65,277.77
2022,Mount Emerald Wind Farm,2020,441.55,14,648444.59,276.75
2022,Mount Emerald Wind Farm,2021,1508.18,44,619564.95,270.15
2022,Mount Emerald Wind Farm,2022,176.78,8,621089.12,276.34
2022,Mount Emerald Wind Farm,2023,172.47,8,640273.0,275.88
2022,Mount Emerald Wind Farm,2024,236.04,9,629705.07,278.14
2022,Kaban,2019,334.46,15,703446.29,292.18
2022,Kaban,2020,95.53,5,692478.94,294.17
2022,Kaban,2021,395.2,11,664553.04,288.02
2022,Kaban,2022,167.07,9,666346.85,292.04
2022,Kaban,2023,11.43,2,682867.04,292.97
2022,Kaban,2024,72.76,3,674736.16,294.52
2022,Sample data,2019,139.49,2,775936.98,520.06
2022,Sample data,2020,1046.86,25,716068.22,500.37
2022,Sample data,2021,2178.19,41,745921.23,497.71
2022,Sample data,2022,1064.59,19,707186.48,498.05
2022,Sample data,2023,662.65,16,754850.82,512.71
2022,Sample data,2024,456.32,11,755934.79,513.33
2022,Kennedy Energy Park Stage 1,2019,45.26,2,810360.52,263.47
2022,Kennedy Energy Park Stage 1,2020,91.42,6,788534.47,261.57
2022,Kennedy Energy Park Stage 1,2021,46.65,6,754784.53,261.83
2022,Kennedy Energy Park Stage 1,2022,341.29,9,754987.02,260.46
2022,Kennedy Energy Park Stage 1,2023,44.69,5,779914.85,261.43
2022,Kennedy Energy Park Stage 1,2024,63.64,7,770710.82,261.27
2022,Western Downs Green Power Hub,2019,218.24,3,745667.72,375.87
2022,Western Downs Green Power Hub,2020,103.42,2,719119.5,376.23
2022,Western Downs Green Power Hub,2021,586.34,10,714598.86,373.17
2022,Western Downs Green Power Hub,2022,1093.53,22,703485.6,371.45
2022,Western Downs Green Power Hub,2023,34.75,2,728686.21,377.73
2022,Western Downs Green Power Hub,2024,471.49,9,690054.64,370.23
2022,Daydream Solar Farm,2019,59.05,8,692859.0,292.23
2022,Daydream Solar Farm,2020,114.68,10,685624.88,290.94
2022,Daydream Solar Farm,2021,269.56,11,658215.26,288.03
2022,Daydream Solar Farm,2022,458.07,15,661358.35,288.33
2022,Daydream Solar Farm,2023,93.0,8,682071.18,291.09
2022,Daydream Solar Farm,2024,129.33,8,672541.42,291.35
2022,Kidston Solar Project KS1,2019,0.0,0,720970.96,271.93
2022,Kidston Solar Project KS1,2020,60.18,7,704116.25,268.38
2022,Kidston Solar Project KS1,2021,19.54,3,678411.21,268.3
2022,Kidston Solar Project KS1,2022,116.58,10,675076.57,267.69
2022,Kidston Solar Project KS1,2023,99.95,6,696296.24,268.52
2022,Kidston Solar Project KS1,2024,60.58,2,688504.22,269.46
2022,Emerald Solar Farm,2019,0.0,0,791135.44,414.07
2022,Emerald Solar Farm,2020,321.86,6,771353.32,411.82
2022,Emerald Solar Farm,2021,315.58,7,764823.76,410.67
2022,Emerald Solar Farm,2022,419.77,7,746086.6,407.95
2022,Emerald Solar Farm,2023,0.0,0,764097.71,412.38
2022,Emerald Solar Farm,2024,0.0,0,757640.86,410.88
2022,Ross River Solar Farm ,2019,41.04,5,713267.82,259.97
2022,Ross River Solar Farm ,2020,131.25,11,699893.81,258.41
2022,Ross River Solar Farm ,2021,282.92,11,671257.01,256.64
2022,Ross River Solar Farm ,2022,314.76,11,673724.33,257.24
2022,Ross River Solar Farm ,2023,49.94,7,700206.15,258.91
2022,Ross River Solar Farm ,2024,145.78,8,687225.23,258.44
2022,Childers Solar Farm,2019,47.05,6,867487.77,332.63
2022,Childers Solar Farm,2020,211.27,11,833364.98,329.94
2022,Childers Solar Farm,2021,637.86,14,825840.96,329.34
2022,Childers Solar Farm,2022,1410.69,25,819225.08,325.52
2022,Childers Solar Farm,2023,17.15,5,848209.75,333.13
2022,Childers Solar Farm,2024,197.03,8,825417.51,330.93
2022,Haughton Solar Farm,2019,35.44,6,735611.76,265.57
2022,Haughton Solar Farm,2020,128.17,10,719181.36,263.94
2022,Haughton Solar Farm,2021,143.31,8,688488.81,262.22
2022,Haughton Solar Farm,2022,155.77,9,689006.22,262.41
2022,Haughton Solar Farm,2023,50.85,10,719160.99,263.63
2022,Haughton Solar Farm,2024,211.37,10,708160.47,263.23
2022,Cattle Hill Wind Farm ,2019,91.81,2,1136956.25,422.51
2022,Cattle Hill Wind Farm ,2020,309.17,5,1023059.36,413.39
2022,Cattle Hill Wind Farm ,2021,1908.1,34,1055121.0,412.73
2022,Cattle Hill Wind Farm ,2022,602.7,13,963704.0,413.27
2022,Cattle Hill Wind Farm ,2023,635.88,14,1059507.78,419.72
2022,Cattle Hill Wind Farm ,2024,504.26,8,1071599.61,414.29
2022,Granville Harbour Wind Farm,2019,880.75,19,752863.85,468.87
2022,Granville Harbour Wind Farm,2020,1013.55,18,721237.42,456.97
2022,Granville Harbour Wind Farm,2021,2181.78,52,737137.43,454.09
2022,Granville Harbour Wind Farm,2022,543.27,15,741588.22,461.56
2022,Granville Harbour Wind Farm,2023,1064.07,21,747855.98,467.05
2022,Granville Harbour Wind Farm,2024,606.89,11,747844.37,464.33
2022,"Huxley Wind Farm, King Island",2019,170.74,4,985496.0,368.0
2022,"Huxley Wind Farm, King Island",2020,378.31,8,951559.49,364.69
2022,"Huxley Wind Farm, King Island",2021,455.24,11,976074.08,366.32
2022,"Huxley Wind Farm, King Island",2022,336.78,9,957307.69,364.04
2022,"Huxley Wind Farm, King Island",2023,290.71,6,981689.72,371.18
2022,"Huxley Wind Farm, King Island",2024,1447.3,30,974747.27,363.94
2022,Musselroe Wind Farm,2019,40.91,1,914490.26,431.64
2022,Musselroe Wind Farm,2020,1174.1,20,843949.62,418.2
2022,Musselroe Wind Farm,2021,2223.3,44,870493.85,419.83
2022,Musselroe Wind Farm,2022,977.08,14,818780.65,419.48
2022,Musselroe Wind Farm,2023,382.49,10,875252.94,429.49
2022,Musselroe Wind Farm,2024,30.31,1,870620.94,426.83
2022,Studland Bay Wind Farm ,2019,40.24,1,873430.8,370.26
2022,Studland Bay Wind Farm ,2020,1367.5,28,827593.98,358.7
2022,Studland Bay Wind Farm ,2021,2072.67,47,855988.87,358.98
2022,Studland Bay Wind Farm ,2022,94.21,4,843938.73,363.33
2022,Studland Bay Wind Farm ,2023,524.09,9,862420.93,369.18
2022,Studland Bay Wind Farm ,2024,1330.95,30,859430.73,364.9
2022,Sample data,2019,139.49,2,775936.98,520.06
2022,Sample data,2020,1046.86,25,716068.22,500.37
2022,Sample data,2021,2178.19,41,745921.23,497.71
2022,Sample data,2022,1064.59,19,707186.48,498.05
2022,Sample data,2023,662.65,16,754850.82,512.71
2022,Sample data,2024,456.32,11,755934.79,513.33
2022,Northern Midland Solar Farm,2019,35.47,1,1135623.07,451.62
2022,Northern Midland Solar Farm,2020,507.2,10,1034487.13,439.76
2022,Northern Midland Solar Farm,2021,1443.8,32,1077692.2,440.43
2022,Northern Midland Solar Farm,2022,164.14,4,1007062.02,442.37
2022,Northern Midland Solar Farm,2023,574.85,14,1090619.59,447.29
2022,Northern Midland Solar Farm,2024,103.56,2,1100019.8,445.74
2022,Weasel Solar Farm ,2019,49.65,1,826580.54,488.82
2022,Weasel Solar Farm ,2020,1835.86,40,751450.39,465.22
2022,Weasel Solar Farm ,2021,3265.84,57,774892.86,467.4
2022,Weasel Solar Farm ,2022,1442.48,30,717637.74,469.63
2022,Weasel Solar Farm ,2023,678.29,15,789795.34,482.69
2022,Weasel Solar Farm ,2024,1313.8,26,788017.23,463.98
2022,Bell Bay Solar Farm,2019,78.82,1,794405.51,556.92
2022,Bell Bay Solar Farm,2020,1692.59,32,731617.53,534.35
2022,Bell Bay Solar Farm,2021,2252.61,52,765479.45,529.48
2022,Bell Bay Solar Farm,2022,360.25,7,735731.28,539.71
2022,Bell Bay Solar Farm,2023,1338.7,28,779106.22,548.45
2022,Bell Bay Solar Farm,2024,509.6,12,787346.37,550.45
2022,King Island Solar Farm  ,2019,170.74,4,985496.0,368.0
2022,King Island Solar Farm  ,2020,378.31,8,951559.49,364.69
2022,King Island Solar Farm  ,2021,455.24,11,976074.08,366.32
2022,King Island Solar Farm  ,2022,336.78,9,957307.69,364.04
2022,King Island Solar Farm  ,2023,290.71,6,981689.72,371.18
2022,King Island Solar Farm  ,2024,1447.3,30,974747.27,363.94
2022,Woakwine Wind farm,2019,209.77,8,914394.08,379.67
2022,Woakwine Wind farm,2020,512.31,10,890557.68,376.6
2022,Woakwine Wind farm,2021,610.44,18,914510.0,376.89
2022,Woakwine Wind farm,2022,173.16,7,884511.86,373.98
2022,Woakwine Wind farm,2023,566.38,15,921285.88,377.93
2022,Woakwine Wind farm,2024,132.38,4,896664.01,379.86
2022,Robertstown Solar Project,2019,221.97,7,541163.56,497.87
2022,Robertstown Solar Project,2020,541.18,10,523482.24,484.83
2022,Robertstown Solar Project,2021,57.3,2,528853.6,485.84
2022,Robertstown Solar Project,2022,175.2,4,509981.85,480.22
2022,Robertstown Solar Project,2023,1305.6,22,529364.62,485.23
2022,Robertstown Solar Project,2024,1824.01,38,521201.43,473.61
2022,Goyder South Hybrid Renewable Power Station,2019,185.37,5,549666.09,468.32
2022,Goyder South Hybrid Renewable Power Station,2020,528.71,9,533967.84,455.97
2022,Goyder South Hybrid Renewable Power Station,2021,49.37,2,535303.14,457.55
2022,Goyder South Hybrid Renewable Power Station,2022,188.45,5,518501.74,449.86
2022,Goyder South Hybrid Renewable Power Station,2023,1401.38,26,535809.22,456.13
2022,Goyder South Hybrid Renewable Power Station,2024,1323.91,29,529317.81,448.67
2022,Cleve Wind Farm,2019,412.97,12,624117.7,381.41
2022,Cleve Wind Farm,2020,1104.7,26,610616.78,379.19
2022,Cleve Wind Farm,2021,866.74,25,616916.17,382.57
2022,Cleve Wind Farm,2022,127.16,5,605071.17,380.12
2022,Cleve Wind Farm,2023,1248.87,25,621707.33,379.09
2022,Cleve Wind Farm,2024,604.08,18,613541.01,381.44
2022,Yoorndoo Ilga Solar,2019,32.29,3,560688.61,467.56
2022,Yoorndoo Ilga Solar,2020,791.58,18,544895.79,459.31
2022,Yoorndoo Ilga Solar,2021,102.19,5,545989.43,460.5
2022,Yoorndoo Ilga Solar,2022,194.84,6,532624.79,454.54
2022,Yoorndoo Ilga Solar,2023,1466.84,26,551515.45,460.26
2022,Yoorndoo Ilga Solar,2024,444.02,8,542762.36,458.41
2022,Bodangora Wind Farm ,2019,172.33,6,820667.46,361.16
2022,Bodangora Wind Farm ,2020,331.15,11,777311.92,358.35
2022,Bodangora Wind Farm ,2021,620.34,11,788445.55,357.95
2022,Bodangora Wind Farm ,2022,1041.25,23,761163.26,356.28
2022,Bodangora Wind Farm ,2023,1084.74,19,804534.4,358.15
2022,Bodangora Wind Farm ,2024,1286.61,22,774087.23,354.36
2022,Sapphire Wind Farm,2019,0.0,0,728513.51,421.97
2022,Sapphire Wind Farm,2020,501.38,10,690435.6,412.65
2022,Sapphire Wind Farm,2021,1088.41,18,690472.61,411.34
2022,Sapphire Wind Farm,2022,983.68,18,692559.09,411.52
2022,Sapphire Wind Farm,2023,0.0,0,715315.93,420.68
2022,Sapphire Wind Farm,2024,0.0,0,677368.45,412.4
2022,Metz Solar Farm ,2019,133.27,3,628396.01,456.96
2022,Metz Solar Farm ,2020,764.7,14,596226.53,451.5
2022,Metz Solar Farm ,2021,978.88,16,603958.66,452.38
2022,Metz Solar Farm ,2022,1120.24,19,598274.57,447.86
2022,Metz Solar Farm ,2023,407.26,9,618837.7,457.07
2022,Metz Solar Farm ,2024,669.81,15,585563.55,442.42
2022,Bullawah Wind Farm,2019,717.6,15,762901.16,378.99
2022,Bullawah Wind Farm,2020,871.18,18,736314.99,378.25
2022,Bullawah Wind Farm,2021,30.36,1,746704.57,377.45
2022,Bullawah Wind Farm,2022,297.46,8,707046.99,373.09
2022,Bullawah Wind Farm,2023,925.74,15,748144.56,379.16
2022,Bullawah Wind Farm,2024,1061.6,26,752999.29,373.33
2022,Sunraysia Solar Farm,2019,472.55,12,785473.01,397.53
2022,Sunraysia Solar Farm,2020,383.79,7,762567.45,399.75
2022,Sunraysia Solar Farm,2021,380.67,8,771505.49,398.86
2022,Sunraysia Solar Farm,2022,269.3,8,735025.92,394.9
2022,Sunraysia Solar Farm,2023,675.0,12,773906.35,398.33
2022,Sunraysia Solar Farm,2024,1343.16,30,773482.16,393.29
2022,Hunter Coast Offshore Wind Project (proposed) ,2019,111.7,4,765777.27,460.29
2022,Hunter Coast Offshore Wind Project (proposed) ,2020,277.57,5,732422.99,460.94
2022,Hunter Coast Offshore Wind Project (proposed) ,2021,380.02,5,734357.3,459.09
2022,Hunter Coast Offshore Wind Project (proposed) ,2022,274.64,6,718562.07,453.02
2022,Hunter Coast Offshore Wind Project (proposed) ,2023,90.56,2,772228.96,465.54
2022,Hunter Coast Offshore Wind Project (proposed) ,2024,473.36,10,725623.78,455.83
2022,Muswellbrook Solar Farm ,2019,612.7,14,929009.38,373.77
2022,Muswellbrook Solar Farm ,2020,92.7,8,877978.76,372.75
2022,Muswellbrook Solar Farm ,2021,245.53,6,888478.18,375.7
2022,Muswellbrook Solar Farm ,2022,1103.33,20,850979.22,366.47
2022,Muswellbrook Solar Farm ,2023,122.82,4,927692.68,376.52
2022,Muswellbrook Solar Farm ,2024,354.48,10,868986.68,368.89
2022,Wollongong Offshore Wind Project (proposed),2019,168.54,3,850922.95,378.73
2022,Wollongong Offshore Wind Project (proposed),2020,414.93,9,807492.72,374.22
2022,Wollongong Offshore Wind Project (proposed),2021,815.28,14,828059.61,375.95
2022,Wollongong Offshore Wind Project (proposed),2022,211.97,5,808852.7,372.93
2022,Wollongong Offshore Wind Project (proposed),2023,684.44,14,853887.85,378.44
2022,Wollongong Offshore Wind Project (proposed),2024,1678.96,26,816032.01,372.04
2022,Shoalhaven Solar Farm ,2019,745.31,14,749906.55,385.01
2022,Shoalhaven Solar Farm ,2020,616.06,9,717627.15,379.95
2022,Shoalhaven Solar Farm ,2021,1296.3,25,731545.02,382.43
2022,Shoalhaven Solar Farm ,2022,284.97,8,720622.75,375.97
2022,Shoalhaven Solar Farm ,2023,519.83,8,746511.79,386.89
2022,Shoalhaven Solar Farm ,2024,1915.14,33,705887.26,376.02
2023,Gippsland offshore wind,2019,154.74,4,644781.64,513.73
2023,Gippsland offshore wind,2020,2078.13,47,604729.0,487.33
2023,Gippsland offshore wind,2021,2281.59,42,632218.92,492.04
2023,Gippsland offshore wind,2022,2849.06,53,610172.98,488.64
2023,Gippsland offshore wind,2023,825.8,17,626560.24,504.01
2023,Gippsland offshore wind,2024,2682.46,62,639839.28,488.11
2023,Hazelwood North Solar Farm,2019,375.54,10,794570.22,375.98
2023,Hazelwood North Solar Farm,2020,1143.88,30,746966.72,367.09
2023,Hazelwood North Solar Farm,2021,847.46,18,767377.23,372.77
2023,Hazelwood North Solar Farm,2022,1369.23,24,729746.34,365.94
2023,Hazelwood North Solar Farm,2023,647.21,14,762791.27,373.34
2023,Hazelwood North Solar Farm,2024,789.69,13,781298.43,370.88
2023,Glenrowan solar farm,2019,144.01,3,850537.32,778.56
2023,Glenrowan solar farm,2020,31.96,2,819510.29,769.88
2023,Glenrowan solar farm,2021,968.88,21,808841.79,753.28
2023,Glenrowan solar farm,2022,1050.35,22,771455.0,753.9
2023,Glenrowan solar farm,2023,467.63,7,796655.0,761.71
2023,Glenrowan solar farm,2024,0.0,0,845469.34,770.68
2023,Hawkesdale wind farm,2019,185.53,5,803815.51,398.09
2023,Hawkesdale wind farm,2020,1453.69,36,774767.7,391.77
2023,Hawkesdale wind farm,2021,418.32,7,799457.9,399.51
2023,Hawkesdale wind farm,2022,651.97,13,766860.77,395.2
2023,Hawkesdale wind farm,2023,1034.04,18,801022.84,397.43
2023,Hawkesdale wind farm,2024,588.84,17,798183.52,396.47
2023,Mortlake Energy Hub,2019,537.19,16,761217.37,364.18
2023,Mortlake Energy Hub,2020,1951.34,41,729237.19,358.19
2023,Mortlake Energy Hub,2021,529.32,12,752653.15,363.72
2023,Mortlake Energy Hub,2022,852.66,15,720820.77,359.29
2023,Mortlake Energy Hub,2023,884.08,14,753031.55,361.81
2023,Mortlake Energy Hub,2024,936.33,24,754977.71,362.63
2023,Golden Plains Wind Farm,2019,778.3,18,629866.86,503.21
2023,Golden Plains Wind Farm,2020,1483.33,37,608535.19,493.25
2023,Golden Plains Wind Farm,2021,116.9,4,619818.82,498.12
2023,Golden Plains Wind Farm,2022,388.24,9,590530.25,494.66
2023,Golden Plains Wind Farm,2023,243.38,5,623074.53,500.53
2023,Golden Plains Wind Farm,2024,1018.65,22,620944.23,499.06
2023,Elaine Solar Farm,2019,535.35,15,691448.38,497.83
2023,Elaine Solar Farm,2020,598.66,14,676526.75,489.91
2023,Elaine Solar Farm,2021,355.58,11,684604.41,494.5
2023,Elaine Solar Farm,2022,604.99,13,646997.99,493.23
2023,Elaine Solar Farm,2023,66.29,3,683612.59,498.83
2023,Elaine Solar Farm,2024,1226.36,27,676021.54,492.08
2023,Warracknabeal Energy Park (proposed),2019,544.11,13,753839.33,393.99
2023,Warracknabeal Energy Park (proposed),2020,510.4,12,727468.58,391.02
2023,Warracknabeal Energy Park (proposed),2021,270.59,9,740286.04,390.31
2023,Warracknabeal Energy Park (proposed),2022,414.43,7,715064.1,391.01
2023,Warracknabeal Energy Park (proposed),2023,612.58,10,733146.36,392.35
2023,Warracknabeal Energy Park (proposed),2024,1305.22,31,739151.96,390.32
2023,Murra Warra Solar Farm (proposed),2019,905.46,18,631583.09,451.48
2023,Murra Warra Solar Farm (proposed),2020,1205.65,26,611502.22,444.15
2023,Murra Warra Solar Farm (proposed),2021,920.99,21,620972.27,443.68
2023,Murra Warra Solar Farm (proposed),2022,748.81,13,601366.27,444.11
2023,Murra Warra Solar Farm (proposed),2023,840.36,13,614269.72,449.05
2023,Murra Warra Solar Farm (proposed),2024,1655.22,35,618650.22,447.34
2023,Gannawarra Solar Farm,2019,1155.05,29,740804.86,442.18
2023,Gannawarra Solar Farm,2020,1051.21,19,726382.3,444.63
2023,Gannawarra Solar Farm,2021,720.2,16,730470.9,437.4
2023,Gannawarra Solar Farm,2022,893.28,20,698015.22,436.47
2023,Gannawarra Solar Farm,2023,315.31,8,721347.94,442.97
2023,Gannawarra Solar Farm,2024,1888.59,43,726823.89,438.24
2023,Meering West Wind Farm,2019,1269.18,31,741182.08,442.03
2023,Meering West Wind Farm,2020,1097.53,20,726661.75,443.78
2023,Meering West Wind Farm,2021,698.92,17,730541.99,436.64
2023,Meering West Wind Farm,2022,952.94,22,698949.4,435.87
2023,Meering West Wind Farm,2023,266.98,6,721570.56,442.58
2023,Meering West Wind Farm,2024,1801.16,42,727570.39,438.15
2023,Coopers Gap ,2019,478.79,15,635649.09,345.93
2023,Coopers Gap ,2020,240.45,8,614590.69,344.78
2023,Coopers Gap ,2021,1159.47,18,608035.53,342.49
2023,Coopers Gap ,2022,1758.63,28,605909.24,340.3
2023,Coopers Gap ,2023,167.49,6,616438.27,344.83
2023,Coopers Gap ,2024,575.29,16,593440.68,338.61
2023,Dulacca Wind Farm,2019,645.37,23,671254.13,317.55
