base_year,location,data_year,total_deficit_mwh,deficit_hours,total_gen_mwh,avg_storage_mwh
2020,Kidston Solar Project KS1,2024,227.86,4,584065.98,296.02
2020,Emerald Solar Farm,2019,61.29,4,583192.89,319.35
2020,Emerald Solar Farm,2020,649.84,18,571969.85,314.08
2020,Emerald Solar Farm,2021,1158.68,21,567028.01,314.47
2020,Emerald Solar Farm,2022,2728.1,57,553313.14,308.59
2020,Emerald Solar Farm,2023,385.97,11,569412.46,315.27
2020,Emerald Solar Farm,2024,1388.6,34,558569.6,311.93
2020,Ross River Solar Farm ,2019,157.81,5,586817.44,291.44
2020,Ross River Solar Farm ,2020,142.76,9,577840.39,288.56
2020,Ross River Solar Farm ,2021,1017.06,31,554913.57,284.08
2020,Ross River Solar Farm ,2022,894.11,21,557949.38,287.93
2020,Ross River Solar Farm ,2023,112.28,8,577352.15,289.25
2020,Ross River Solar Farm ,2024,448.99,12,566273.44,289.83
2020,Childers Solar Farm,2019,143.91,2,629272.12,436.62
2020,Childers Solar Farm,2020,166.54,5,601413.91,432.04
2020,Childers Solar Farm,2021,1131.83,21,592058.83,429.37
2020,Childers Solar Farm,2022,2054.77,32,600388.1,423.93
2020,Childers Solar Farm,2023,173.22,3,609114.37,434.57
2020,Childers Solar Farm,2024,445.34,8,598289.6,429.6
2020,Haughton Solar Farm,2019,111.66,5,558752.37,324.41
2020,Haughton Solar Farm,2020,125.67,4,548940.35,320.36
2020,Haughton Solar Farm,2021,1259.76,30,526788.57,315.47
2020,Haughton Solar Farm,2022,998.63,22,528456.7,318.98
2020,Haughton Solar Farm,2023,384.92,11,548140.64,319.72
2020,Haughton Solar Farm,2024,576.88,15,539521.57,320.85
2020,Cattle Hill Wind Farm ,2019,0.51,1,969670.63,516.63
2020,Cattle Hill Wind Farm ,2020,369.95,9,878704.89,502.74
2020,Cattle Hill Wind Farm ,2021,1904.94,33,905048.8,501.62
2020,Cattle Hill Wind Farm ,2022,858.41,16,836841.65,503.63
2020,Cattle Hill Wind Farm ,2023,497.64,11,914288.53,511.77
2020,Cattle Hill Wind Farm ,2024,232.12,5,922212.61,503.85
2020,Granville Harbour Wind Farm,2019,516.62,9,907703.63,524.44
2020,Granville Harbour Wind Farm,2020,80.48,5,854228.26,516.05
2020,Granville Harbour Wind Farm,2021,1820.1,43,871531.89,507.69
2020,Granville Harbour Wind Farm,2022,567.59,10,848230.06,516.92
2020,Granville Harbour Wind Farm,2023,822.65,13,871873.1,526.17
2020,Granville Harbour Wind Farm,2024,648.8,11,870030.14,516.43
2020,"Huxley Wind Farm, King Island",2019,4.19,1,868175.92,555.98
2020,"Huxley Wind Farm, King Island",2020,94.21,3,842611.6,546.49
2020,"Huxley Wind Farm, King Island",2021,524.61,14,859334.09,549.83
2020,"Huxley Wind Farm, King Island",2022,877.37,15,840191.65,545.34
2020,"Huxley Wind Farm, King Island",2023,299.81,5,862488.78,559.85
2020,"Huxley Wind Farm, King Island",2024,2198.21,40,843700.94,544.35
2020,Musselroe Wind Farm,2019,15.28,1,909860.26,461.66
2020,Musselroe Wind Farm,2020,1031.47,17,839500.46,447.41
2020,Musselroe Wind Farm,2021,2106.63,42,866137.58,449.07
2020,Musselroe Wind Farm,2022,903.72,13,814624.77,449.0
2020,Musselroe Wind Farm,2023,275.75,8,871182.45,459.23
2020,Musselroe Wind Farm,2024,0.0,0,866632.41,456.85
2020,Studland Bay Wind Farm ,2019,0.0,0,849338.56,613.32
2020,Studland Bay Wind Farm ,2020,147.75,3,804479.63,596.14
2020,Studland Bay Wind Farm ,2021,1009.44,27,831819.07,595.21
2020,Studland Bay Wind Farm ,2022,0.0,0,819281.08,604.55
2020,Studland Bay Wind Farm ,2023,307.51,5,837553.72,611.35
2020,Studland Bay Wind Farm ,2024,692.29,16,834271.49,604.58
2020,Sample data,2019,66.33,2,920660.21,484.06
2020,Sample data,2020,506.82,12,847674.52,470.72
2020,Sample data,2021,1369.71,30,881434.49,468.26
2020,Sample data,2022,952.18,18,834281.81,471.25
2020,Sample data,2023,391.72,11,892058.04,480.49
2020,Sample data,2024,188.06,4,889931.96,478.25
2020,Northern Midland Solar Farm,2019,70.9,1,1167611.57,461.31
2020,Northern Midland Solar Farm,2020,307.3,8,1059728.02,450.57
2020,Northern Midland Solar Farm,2021,1377.8,29,1106912.43,451.38
2020,Northern Midland Solar Farm,2022,247.29,4,1021061.16,453.51
2020,Northern Midland Solar Farm,2023,598.12,15,1109238.63,457.81
2020,Northern Midland Solar Farm,2024,131.73,3,1123269.97,456.03
2020,Weasel Solar Farm ,2019,0.0,0,1029390.55,539.13
2020,Weasel Solar Farm ,2020,624.89,14,928000.26,526.05
2020,Weasel Solar Farm ,2021,1792.63,33,957902.94,526.03
2020,Weasel Solar Farm ,2022,971.0,17,874096.81,526.6
2020,Weasel Solar Farm ,2023,406.9,10,969470.68,535.66
2020,Weasel Solar Farm ,2024,434.13,11,971433.75,524.18
2020,Bell Bay Solar Farm,2019,0.0,0,1007826.03,519.64
2020,Bell Bay Solar Farm,2020,413.99,7,924252.99,505.94
2020,Bell Bay Solar Farm,2021,978.63,20,968537.02,505.53
2020,Bell Bay Solar Farm,2022,251.93,4,926433.6,512.21
2020,Bell Bay Solar Farm,2023,399.43,11,982667.87,514.45
2020,Bell Bay Solar Farm,2024,34.84,1,992411.94,515.45
2020,King Island Solar Farm  ,2019,4.19,1,868175.92,555.98
2020,King Island Solar Farm  ,2020,94.21,3,842611.6,546.49
2020,King Island Solar Farm  ,2021,524.61,14,859334.09,549.83
2020,King Island Solar Farm  ,2022,877.37,15,840191.65,545.34
2020,King Island Solar Farm  ,2023,299.81,5,862488.78,559.85
2020,King Island Solar Farm  ,2024,2198.21,40,843700.94,544.35
2020,Woakwine Wind farm,2019,359.38,9,767572.85,511.15
2020,Woakwine Wind farm,2020,275.87,5,743540.32,503.49
2020,Woakwine Wind farm,2021,683.64,17,765431.74,503.66
2020,Woakwine Wind farm,2022,508.36,16,736111.45,496.62
2020,Woakwine Wind farm,2023,544.06,13,769734.43,502.44
2020,Woakwine Wind farm,2024,0.0,0,763187.96,510.8
2020,Robertstown Solar Project,2019,238.01,5,654867.04,337.72
2020,Robertstown Solar Project,2020,351.64,8,636909.27,331.75
2020,Robertstown Solar Project,2021,202.63,6,640732.09,333.43
2020,Robertstown Solar Project,2022,560.93,14,620991.01,330.49
2020,Robertstown Solar Project,2023,1157.51,18,640419.55,333.15
2020,Robertstown Solar Project,2024,1662.04,34,628574.57,328.31
2020,Goyder South Hybrid Renewable Power Station,2019,246.11,7,586607.41,470.17
2020,Goyder South Hybrid Renewable Power Station,2020,219.71,4,575466.29,458.17
2020,Goyder South Hybrid Renewable Power Station,2021,268.92,9,572722.82,459.04
2020,Goyder South Hybrid Renewable Power Station,2022,319.8,9,559159.93,455.14
2020,Goyder South Hybrid Renewable Power Station,2023,1243.5,21,571044.06,459.61
2020,Goyder South Hybrid Renewable Power Station,2024,1347.81,27,561638.28,451.78
2020,Cleve Wind Farm,2019,185.22,7,718606.91,311.12
2020,Cleve Wind Farm,2020,515.86,12,709744.34,309.08
2020,Cleve Wind Farm,2021,696.98,20,714330.22,311.22
2020,Cleve Wind Farm,2022,209.74,7,701573.1,310.03
2020,Cleve Wind Farm,2023,908.25,21,717029.79,309.23
2020,Cleve Wind Farm,2024,700.41,24,705251.91,310.03
2020,Yoorndoo Ilga Solar,2019,0.0,0,724300.1,362.21
2020,Yoorndoo Ilga Solar,2020,115.55,5,704955.34,356.79
2020,Yoorndoo Ilga Solar,2021,0.0,0,706047.45,359.49
2020,Yoorndoo Ilga Solar,2022,267.43,6,688921.66,356.87
2020,Yoorndoo Ilga Solar,2023,658.44,11,712188.04,358.37
2020,Yoorndoo Ilga Solar,2024,498.42,9,700718.92,357.69
2020,Bodangora Wind Farm ,2019,148.54,7,882489.28,339.95
2020,Bodangora Wind Farm ,2020,145.91,8,837479.96,337.98
2020,Bodangora Wind Farm ,2021,515.29,12,848544.97,337.87
2020,Bodangora Wind Farm ,2022,945.59,21,820531.42,336.41
2020,Bodangora Wind Farm ,2023,968.36,24,864261.97,337.38
2020,Bodangora Wind Farm ,2024,1021.15,28,832267.03,334.57
2020,Sapphire Wind Farm,2019,0.0,0,765763.29,392.76
2020,Sapphire Wind Farm,2020,253.53,9,731679.9,386.39
2020,Sapphire Wind Farm,2021,1113.25,19,732855.99,385.37
2020,Sapphire Wind Farm,2022,985.48,17,745607.77,385.31
2020,Sapphire Wind Farm,2023,0.0,0,739948.12,392.03
2020,Sapphire Wind Farm,2024,0.0,0,712416.91,385.63
2020,Metz Solar Farm ,2019,116.83,2,691641.49,425.22
2020,Metz Solar Farm ,2020,278.04,5,657616.03,421.8
2020,Metz Solar Farm ,2021,906.68,16,667170.58,421.85
2020,Metz Solar Farm ,2022,1086.53,18,662295.16,420.15
2020,Metz Solar Farm ,2023,218.16,5,677878.64,424.53
2020,Metz Solar Farm ,2024,393.57,11,644219.18,415.83
2020,Bullawah Wind Farm,2019,1086.95,21,751724.76,337.59
2020,Bullawah Wind Farm,2020,962.25,23,727545.29,336.39
2020,Bullawah Wind Farm,2021,198.2,14,737207.38,333.72
2020,Bullawah Wind Farm,2022,791.04,24,701728.86,331.56
2020,Bullawah Wind Farm,2023,1106.58,19,732968.61,337.76
2020,Bullawah Wind Farm,2024,1710.82,37,738948.04,333.35
2020,Sunraysia Solar Farm,2019,1103.16,23,678241.4,342.17
2020,Sunraysia Solar Farm,2020,700.72,15,659007.1,343.57
2020,Sunraysia Solar Farm,2021,827.27,17,666520.88,341.76
2020,Sunraysia Solar Farm,2022,1449.18,39,635537.1,336.44
2020,Sunraysia Solar Farm,2023,1384.61,26,667531.85,342.12
2020,Sunraysia Solar Farm,2024,2530.58,57,667037.51,339.24
2020,Hunter Coast Offshore Wind Project (proposed) ,2019,1114.45,24,549887.89,490.84
2020,Hunter Coast Offshore Wind Project (proposed) ,2020,631.07,10,526870.8,488.3
2020,Hunter Coast Offshore Wind Project (proposed) ,2021,1542.98,26,528417.84,485.29
2020,Hunter Coast Offshore Wind Project (proposed) ,2022,2830.19,56,517621.15,470.53
2020,Hunter Coast Offshore Wind Project (proposed) ,2023,822.51,17,553260.28,503.77
2020,Hunter Coast Offshore Wind Project (proposed) ,2024,2283.64,41,521341.87,481.89
2020,Muswellbrook Solar Farm ,2019,958.86,18,691667.19,450.43
2020,Muswellbrook Solar Farm ,2020,435.76,12,655452.66,446.09
2020,Muswellbrook Solar Farm ,2021,313.07,7,662690.86,447.76
2020,Muswellbrook Solar Farm ,2022,2605.96,47,636301.08,433.94
2020,Muswellbrook Solar Farm ,2023,186.74,3,689181.95,454.47
2020,Muswellbrook Solar Farm ,2024,1311.45,24,647169.92,437.67
2020,Wollongong Offshore Wind Project (proposed),2019,214.24,6,833078.59,372.82
2020,Wollongong Offshore Wind Project (proposed),2020,378.58,8,797502.36,368.4
2020,Wollongong Offshore Wind Project (proposed),2021,803.98,17,817170.59,370.58
2020,Wollongong Offshore Wind Project (proposed),2022,337.01,9,805135.09,367.07
2020,Wollongong Offshore Wind Project (proposed),2023,878.13,19,834807.04,371.73
2020,Wollongong Offshore Wind Project (proposed),2024,1472.52,26,804543.56,366.8
2020,Shoalhaven Solar Farm ,2019,401.09,10,721324.82,518.55
2020,Shoalhaven Solar Farm ,2020,230.05,5,687019.14,513.09
2020,Shoalhaven Solar Farm ,2021,697.13,13,701980.18,514.52
2020,Shoalhaven Solar Farm ,2022,239.51,5,688061.19,506.89
2020,Shoalhaven Solar Farm ,2023,116.5,2,718313.89,521.33
2020,Shoalhaven Solar Farm ,2024,1357.33,24,677382.92,506.19
2021,Gippsland offshore wind,2019,122.51,4,707408.09,458.22
2021,Gippsland offshore wind,2020,1129.87,26,666347.85,445.75
2021,Gippsland offshore wind,2021,366.3,8,696283.3,448.24
2021,Gippsland offshore wind,2022,2154.69,42,669930.64,443.32
2021,Gippsland offshore wind,2023,1045.82,18,686870.23,456.45
2021,Gippsland offshore wind,2024,1660.84,40,693502.22,443.41
2021,Hazelwood North Solar Farm,2019,137.42,4,777447.09,495.97
2021,Hazelwood North Solar Farm,2020,732.24,17,730639.26,486.71
2021,Hazelwood North Solar Farm,2021,263.02,6,749138.99,491.96
2021,Hazelwood North Solar Farm,2022,872.28,18,710450.62,483.41
2021,Hazelwood North Solar Farm,2023,531.85,11,743494.99,494.35
2021,Hazelwood North Solar Farm,2024,483.32,11,756627.77,488.89
2021,Glenrowan solar farm,2019,0.0,0,970675.32,569.46
2021,Glenrowan solar farm,2020,246.73,6,934660.54,563.67
2021,Glenrowan solar farm,2021,816.55,17,923530.3,552.13
2021,Glenrowan solar farm,2022,1026.93,21,880967.88,553.11
2021,Glenrowan solar farm,2023,675.72,11,911788.15,559.75
2021,Glenrowan solar farm,2024,0.0,0,967314.53,562.79
2021,Hawkesdale wind farm,2019,383.77,10,768249.54,406.6
2021,Hawkesdale wind farm,2020,2104.09,42,742342.67,399.61
2021,Hawkesdale wind farm,2021,223.65,6,763794.06,409.23
2021,Hawkesdale wind farm,2022,858.18,17,730156.45,404.19
2021,Hawkesdale wind farm,2023,1515.21,23,761816.57,406.74
2021,Hawkesdale wind farm,2024,1502.67,34,743986.12,403.36
2021,Mortlake Energy Hub,2019,524.89,16,723361.52,466.75
2021,Mortlake Energy Hub,2020,2100.21,45,694274.83,459.15
2021,Mortlake Energy Hub,2021,230.82,5,713150.18,469.37
2021,Mortlake Energy Hub,2022,817.07,15,679808.94,462.09
2021,Mortlake Energy Hub,2023,1049.95,17,710320.85,465.11
2021,Mortlake Energy Hub,2024,1047.87,26,701544.93,463.69
2021,Golden Plains Wind Farm,2019,755.13,19,694648.43,371.73
2021,Golden Plains Wind Farm,2020,1449.48,37,669760.9,364.78
2021,Golden Plains Wind Farm,2021,105.96,4,683034.84,369.18
2021,Golden Plains Wind Farm,2022,444.49,8,651559.21,365.39
2021,Golden Plains Wind Farm,2023,747.86,15,687398.71,369.13
2021,Golden Plains Wind Farm,2024,1187.16,25,687211.86,368.69
2021,Elaine Solar Farm,2019,746.56,15,701427.38,353.3
2021,Elaine Solar Farm,2020,947.28,24,676501.03,347.62
2021,Elaine Solar Farm,2021,128.27,6,689187.83,350.48
2021,Elaine Solar Farm,2022,708.27,16,655385.63,347.71
2021,Elaine Solar Farm,2023,608.56,12,693204.32,352.57
2021,Elaine Solar Farm,2024,1304.92,29,697176.7,351.08
2021,Warracknabeal Energy Park (proposed),2019,561.24,13,672183.28,423.56
2021,Warracknabeal Energy Park (proposed),2020,781.54,19,646837.82,419.43
2021,Warracknabeal Energy Park (proposed),2021,231.65,10,660320.9,415.79
2021,Warracknabeal Energy Park (proposed),2022,591.9,12,635411.22,416.46
2021,Warracknabeal Energy Park (proposed),2023,895.33,16,655142.87,419.88
2021,Warracknabeal Energy Park (proposed),2024,1528.09,32,663725.52,419.13
2021,Murra Warra Solar Farm (proposed),2019,593.75,13,695898.05,417.85
2021,Murra Warra Solar Farm (proposed),2020,621.76,17,670732.52,413.41
2021,Murra Warra Solar Farm (proposed),2021,318.27,10,684599.24,411.2
2021,Murra Warra Solar Farm (proposed),2022,462.72,8,659417.59,411.04
2021,Murra Warra Solar Farm (proposed),2023,723.57,9,678555.59,414.33
2021,Murra Warra Solar Farm (proposed),2024,1322.66,24,689081.48,414.97
2021,Gannawarra Solar Farm,2019,347.52,12,787283.97,418.02
2021,Gannawarra Solar Farm,2020,963.7,20,762997.94,419.76
2021,Gannawarra Solar Farm,2021,76.5,4,772566.71,415.31
2021,Gannawarra Solar Farm,2022,729.48,23,731557.15,410.63
2021,Gannawarra Solar Farm,2023,760.07,13,772008.19,416.54
2021,Gannawarra Solar Farm,2024,1152.88,27,782251.7,413.77
2021,Meering West Wind Farm,2019,583.89,17,765161.66,396.24
2021,Meering West Wind Farm,2020,1118.25,21,741611.91,397.49
2021,Meering West Wind Farm,2021,211.43,7,750963.53,392.77
2021,Meering West Wind Farm,2022,946.6,25,712484.84,388.28
2021,Meering West Wind Farm,2023,791.17,18,749139.37,394.7
2021,Meering West Wind Farm,2024,1356.94,27,759648.36,392.78
2021,Coopers Gap ,2019,185.03,4,652157.37,445.26
2021,Coopers Gap ,2020,0.0,0,633361.72,446.77
2021,Coopers Gap ,2021,575.77,9,627163.38,443.51
2021,Coopers Gap ,2022,1431.95,26,633803.4,441.73
2021,Coopers Gap ,2023,108.73,2,625989.8,446.3
2021,Coopers Gap ,2024,189.91,4,607768.05,438.4
2021,Dulacca Wind Farm,2019,876.34,19,608026.62,341.66
2021,Dulacca Wind Farm,2020,618.37,16,588965.87,340.72
2021,Dulacca Wind Farm,2021,518.67,10,586875.34,340.92
2021,Dulacca Wind Farm,2022,2021.06,40,575935.98,339.88
2021,Dulacca Wind Farm,2023,426.82,9,587737.7,343.82
2021,Dulacca Wind Farm,2024,1526.78,34,559286.99,332.44
2021,Mount Emerald Wind Farm,2019,518.24,17,774748.9,297.72
2021,Mount Emerald Wind Farm,2020,33.48,3,764635.37,300.86
2021,Mount Emerald Wind Farm,2021,326.92,10,733091.26,295.36
2021,Mount Emerald Wind Farm,2022,9.19,1,736501.74,299.41
2021,Mount Emerald Wind Farm,2023,3.07,1,752883.4,299.95
2021,Mount Emerald Wind Farm,2024,31.79,1,741354.58,300.28
2021,Kaban,2019,286.11,14,748667.92,284.43
2021,Kaban,2020,23.38,3,737722.74,286.83
2021,Kaban,2021,225.93,8,708775.67,282.14
2021,Kaban,2022,99.89,10,711194.85,284.66
2021,Kaban,2023,6.63,2,726773.43,286.02
2021,Kaban,2024,41.48,3,718339.32,286.79
2021,Sample data,2019,0.0,0,1212579.15,417.46
2021,Sample data,2020,31.82,1,1116284.37,410.54
2021,Sample data,2021,230.96,6,1160606.5,408.56
2021,Sample data,2022,625.52,12,1098400.62,410.7
2021,Sample data,2023,169.65,5,1174600.95,415.64
2021,Sample data,2024,139.64,2,1171508.41,413.5
2021,Kennedy Energy Park Stage 1,2019,497.16,20,557391.99,269.13
2021,Kennedy Energy Park Stage 1,2020,1280.37,37,553565.28,266.59
2021,Kennedy Energy Park Stage 1,2021,113.67,10,536715.38,267.3
2021,Kennedy Energy Park Stage 1,2022,2806.02,60,536306.58,264.76
2021,Kennedy Energy Park Stage 1,2023,924.64,27,546079.03,267.36
2021,Kennedy Energy Park Stage 1,2024,941.56,28,536107.54,266.05
2021,Western Downs Green Power Hub,2019,865.39,16,571994.53,489.49
2021,Western Downs Green Power Hub,2020,6.85,1,559849.39,492.39
2021,Western Downs Green Power Hub,2021,191.1,5,556908.86,491.49
2021,Western Downs Green Power Hub,2022,1833.68,29,556143.52,489.4
2021,Western Downs Green Power Hub,2023,429.27,13,550095.92,495.74
2021,Western Downs Green Power Hub,2024,1957.02,35,526229.84,473.12
2021,Daydream Solar Farm,2019,48.54,5,654428.53,312.47
2021,Daydream Solar Farm,2020,260.85,10,653815.38,310.9
2021,Daydream Solar Farm,2021,262.44,9,631371.73,307.29
2021,Daydream Solar Farm,2022,1089.05,26,638025.5,307.67
2021,Daydream Solar Farm,2023,13.28,3,649050.67,311.89
2021,Daydream Solar Farm,2024,113.96,5,640152.7,312.48
2021,Kidston Solar Project KS1,2019,16.58,8,704760.95,254.32
2021,Kidston Solar Project KS1,2020,120.5,10,692777.05,251.78
2021,Kidston Solar Project KS1,2021,41.93,8,671181.72,250.9
2021,Kidston Solar Project KS1,2022,301.27,16,670250.96,251.05
2021,Kidston Solar Project KS1,2023,140.15,8,683607.6,252.36
2021,Kidston Solar Project KS1,2024,87.11,5,676116.75,252.64
2021,Emerald Solar Farm,2019,44.03,12,685315.09,297.49
2021,Emerald Solar Farm,2020,568.85,17,673856.18,294.3
2021,Emerald Solar Farm,2021,675.41,18,667982.83,294.14
2021,Emerald Solar Farm,2022,2310.45,58,651916.5,288.23
2021,Emerald Solar Farm,2023,219.44,8,672287.74,295.58
2021,Emerald Solar Farm,2024,918.34,27,656414.83,291.23
2021,Ross River Solar Farm ,2019,405.36,23,743353.01,242.36
2021,Ross River Solar Farm ,2020,131.89,15,740245.38,243.59
2021,Ross River Solar Farm ,2021,71.14,10,713785.39,241.74
2021,Ross River Solar Farm ,2022,528.82,22,721734.19,242.78
2021,Ross River Solar Farm ,2023,42.18,5,736587.12,244.97
2021,Ross River Solar Farm ,2024,36.51,5,720925.24,244.9
2021,Childers Solar Farm,2019,73.94,10,927290.73,315.9
2021,Childers Solar Farm,2020,235.6,17,890527.88,313.92
2021,Childers Solar Farm,2021,454.3,13,882124.14,313.61
2021,Childers Solar Farm,2022,1312.55,30,876268.36,310.28
2021,Childers Solar Farm,2023,39.41,7,906111.82,316.54
2021,Childers Solar Farm,2024,198.45,13,882277.16,314.69
2021,Haughton Solar Farm,2019,85.41,12,700369.48,264.24
2021,Haughton Solar Farm,2020,170.85,12,696525.61,264.32
2021,Haughton Solar Farm,2021,97.58,9,672440.16,261.98
2021,Haughton Solar Farm,2022,502.65,13,678571.82,262.79
2021,Haughton Solar Farm,2023,104.14,7,693038.03,264.8
2021,Haughton Solar Farm,2024,93.96,7,681399.89,265.35
2021,Cattle Hill Wind Farm ,2019,0.0,0,937123.45,562.05
2021,Cattle Hill Wind Farm ,2020,332.76,7,850257.82,546.19
2021,Cattle Hill Wind Farm ,2021,1832.0,32,875547.86,544.84
2021,Cattle Hill Wind Farm ,2022,882.23,18,811285.09,547.52
2021,Cattle Hill Wind Farm ,2023,434.94,11,885409.88,556.25
2021,Cattle Hill Wind Farm ,2024,185.57,5,892662.92,547.34
2021,Granville Harbour Wind Farm,2019,451.05,9,846876.22,627.58
2021,Granville Harbour Wind Farm,2020,412.17,8,818570.4,620.74
2021,Granville Harbour Wind Farm,2021,220.08,6,837340.22,614.63
2021,Granville Harbour Wind Farm,2022,68.61,3,855929.17,624.45
2021,Granville Harbour Wind Farm,2023,299.2,7,855358.25,626.56
2021,Granville Harbour Wind Farm,2024,0.0,0,856211.71,628.35
2021,"Huxley Wind Farm, King Island",2019,305.29,5,909791.26,415.37
2021,"Huxley Wind Farm, King Island",2020,491.98,9,881195.95,408.85
2021,"Huxley Wind Farm, King Island",2021,534.0,11,900751.32,411.25
2021,"Huxley Wind Farm, King Island",2022,798.49,18,881779.17,408.62
2021,"Huxley Wind Farm, King Island",2023,339.05,6,904804.29,418.58
2021,"Huxley Wind Farm, King Island",2024,2062.83,37,890397.35,408.3
2021,Musselroe Wind Farm,2019,0.0,0,1125501.31,474.18
2021,Musselroe Wind Farm,2020,767.17,21,1033784.15,463.54
2021,Musselroe Wind Farm,2021,659.06,15,1072770.2,462.38
2021,Musselroe Wind Farm,2022,691.71,13,1007416.99,464.98
2021,Musselroe Wind Farm,2023,246.58,5,1087239.73,471.35
2021,Musselroe Wind Farm,2024,0.0,0,1083164.94,471.42
2021,Studland Bay Wind Farm ,2019,0.0,0,1090398.52,421.76
2021,Studland Bay Wind Farm ,2020,154.12,4,1032868.04,413.66
2021,Studland Bay Wind Farm ,2021,352.11,11,1068024.32,413.04
2021,Studland Bay Wind Farm ,2022,0.0,0,1052100.57,419.08
2021,Studland Bay Wind Farm ,2023,211.73,3,1075496.13,420.37
2021,Studland Bay Wind Farm ,2024,683.8,17,1071361.21,416.01
2021,Sample data,2019,0.0,0,1212579.15,417.46
2021,Sample data,2020,31.82,1,1116284.37,410.54
2021,Sample data,2021,230.96,6,1160606.5,408.56
2021,Sample data,2022,625.52,12,1098400.62,410.7
2021,Sample data,2023,169.65,5,1174600.95,415.64
2021,Sample data,2024,139.64,2,1171508.41,413.5
2021,Northern Midland Solar Farm,2019,17.13,1,1271316.16,426.92
2021,Northern Midland Solar Farm,2020,289.5,5,1158186.46,419.4
2021,Northern Midland Solar Farm,2021,986.72,22,1206489.71,418.21
2021,Northern Midland Solar Farm,2022,50.48,1,1127728.04,420.91
2021,Northern Midland Solar Farm,2023,451.6,12,1221216.97,423.65
2021,Northern Midland Solar Farm,2024,83.81,2,1231638.77,422.4
2021,Weasel Solar Farm ,2019,24.82,1,943154.5,502.85
2021,Weasel Solar Farm ,2020,976.54,22,854066.86,487.68
2021,Weasel Solar Farm ,2021,2009.48,34,881119.74,487.71
2021,Weasel Solar Farm ,2022,1169.92,24,810419.19,488.76
2021,Weasel Solar Farm ,2023,525.29,12,895120.84,498.48
2021,Weasel Solar Farm ,2024,689.49,15,894886.4,485.61
2021,Bell Bay Solar Farm,2019,28.71,1,998751.09,495.68
2021,Bell Bay Solar Farm,2020,572.82,11,917407.06,481.96
2021,Bell Bay Solar Farm,2021,1043.26,20,960792.88,480.85
2021,Bell Bay Solar Farm,2022,244.96,4,920713.37,487.75
2021,Bell Bay Solar Farm,2023,514.11,14,975986.49,490.16
2021,Bell Bay Solar Farm,2024,125.82,3,985910.4,491.5
2021,King Island Solar Farm  ,2019,305.29,5,909791.26,415.37
2021,King Island Solar Farm  ,2020,491.98,9,881195.95,408.85
2021,King Island Solar Farm  ,2021,534.0,11,900751.32,411.25
2021,King Island Solar Farm  ,2022,798.49,18,881779.17,408.62
2021,King Island Solar Farm  ,2023,339.05,6,904804.29,418.58
2021,King Island Solar Farm  ,2024,2062.83,37,890397.35,408.3
2021,Woakwine Wind farm,2019,179.79,3,765561.01,657.26
2021,Woakwine Wind farm,2020,1192.97,25,751381.48,645.65
2021,Woakwine Wind farm,2021,111.6,5,768872.1,658.71
2021,Woakwine Wind farm,2022,460.07,9,749699.44,649.28
2021,Woakwine Wind farm,2023,783.73,16,776534.04,660.63
2021,Woakwine Wind farm,2024,456.29,13,735642.78,655.79
2021,Robertstown Solar Project,2019,133.8,4,611297.61,377.1
2021,Robertstown Solar Project,2020,685.79,16,588870.19,369.53
2021,Robertstown Solar Project,2021,67.76,3,596848.72,372.59
2021,Robertstown Solar Project,2022,576.12,10,573321.29,368.48
2021,Robertstown Solar Project,2023,1385.99,26,598090.51,371.07
2021,Robertstown Solar Project,2024,1498.24,34,590273.27,365.73
2021,Goyder South Hybrid Renewable Power Station,2019,210.34,8,565614.76,380.01
2021,Goyder South Hybrid Renewable Power Station,2020,952.74,19,546041.72,370.07
2021,Goyder South Hybrid Renewable Power Station,2021,75.31,3,549955.48,372.4
2021,Goyder South Hybrid Renewable Power Station,2022,706.56,14,530005.51,366.07
2021,Goyder South Hybrid Renewable Power Station,2023,1853.14,34,551828.13,370.93
2021,Goyder South Hybrid Renewable Power Station,2024,1631.13,35,546658.19,366.35
2021,Cleve Wind Farm,2019,120.96,9,839289.69,257.01
2021,Cleve Wind Farm,2020,377.98,16,819893.38,255.08
2021,Cleve Wind Farm,2021,267.79,15,828859.82,255.87
2021,Cleve Wind Farm,2022,112.04,7,812767.49,256.45
2021,Cleve Wind Farm,2023,641.95,27,835825.84,255.54
2021,Cleve Wind Farm,2024,561.57,21,825285.12,255.41
2021,Yoorndoo Ilga Solar,2019,54.21,1,664640.71,319.99
2021,Yoorndoo Ilga Solar,2020,658.89,19,645119.14,313.97
2021,Yoorndoo Ilga Solar,2021,60.09,5,646658.59,316.51
2021,Yoorndoo Ilga Solar,2022,663.74,16,630711.0,313.69
2021,Yoorndoo Ilga Solar,2023,1246.48,29,653965.53,316.12
2021,Yoorndoo Ilga Solar,2024,887.8,20,643712.26,315.38
2021,Bodangora Wind Farm ,2019,262.08,6,644890.66,490.62
2021,Bodangora Wind Farm ,2020,882.45,19,623876.76,487.31
2021,Bodangora Wind Farm ,2021,150.13,3,625278.52,485.69
2021,Bodangora Wind Farm ,2022,1982.51,31,614560.62,483.22
2021,Bodangora Wind Farm ,2023,1001.48,17,625095.81,488.49
2021,Bodangora Wind Farm ,2024,2091.93,35,607209.67,479.73
2021,Sapphire Wind Farm,2019,0.0,0,679020.44,422.08
2021,Sapphire Wind Farm,2020,608.99,13,644621.41,411.83
