1.600000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02,1.100000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02,1.500000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02,1.200000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02,1.200000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02,2.700000000000000000e+01,3.690000000000000000e+02,6.660000000000000000e+02
0.000000000000000000e+00,2.278236513217866843e+02,2.725750798181359187e+02,0.000000000000000000e+00,2.336792622350358215e+02,2.725750798181359187e+02,0.000000000000000000e+00,1.879392730800977631e+02,2.520681383428354820e+02,0.000000000000000000e+00,1.770563224061891958e+02,2.433617778037086055e+02,0.000000000000000000e+00,2.241543263061154505e+02,2.725750798181359187e+02,0.000000000000000000e+00,2.209604340491941912e+02,2.725750798181359187e+02
0.000000000000000000e+00,2.457524046486253155e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.554547317777434898e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.996610351047644940e+02,3.317969664266470886e+02,0.000000000000000000e+00,1.694069947736810775e+02,2.988873736226534561e+02,0.000000000000000000e+00,2.408372708925966492e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.397088623370099185e+02,3.634334397575145204e+02
0.000000000000000000e+00,2.510404851915527047e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.638029321749853011e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.033634387198582374e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.743226145313486768e+02,3.583454652477324203e+02,0.000000000000000000e+00,2.453056764745469422e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.449312716827313068e+02,3.634334397575145204e+02
0.000000000000000000e+00,2.433164041685869847e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.579693736613511419e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.023898829632152854e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.702578043275247239e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.340627492201030861e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.367915970785538491e+02,3.634334397575145204e+02
0.000000000000000000e+00,2.244922504870358466e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.370907624782729783e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.672087106730178050e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.503953956954025841e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.109106145442651155e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.157706173012563227e+02,3.634334397575145204e+02
0.000000000000000000e+00,1.940872453701203426e+02,3.634334397575145204e+02,0.000000000000000000e+00,2.030360547371063547e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.186228076386084211e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.222859664708619221e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.782531663309268879e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.815514885662552729e+02,3.634334397575145204e+02
0.000000000000000000e+00,1.508555800774832676e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.551605366688771426e+02,3.634334397575145204e+02,0.000000000000000000e+00,8.258028559639875255e+01,3.460137253539132871e+02,0.000000000000000000e+00,9.863586063501998069e+01,3.620693003925345010e+02,0.000000000000000000e+00,1.308790214341744615e+02,3.634334397575145204e+02,0.000000000000000000e+00,1.337080770941705623e+02,3.634334397575145204e+02
0.000000000000000000e+00,9.620651234003838681e+01,3.634334397575145204e+02,0.000000000000000000e+00,9.777970506314760257e+01,3.634334397575145204e+02,0.000000000000000000e+00,5.735455702925270316e+01,3.634334397575145204e+02,0.000000000000000000e+00,7.791258825252462827e+01,3.634334397575145204e+02,0.000000000000000000e+00,7.327863783557309318e+01,3.634334397575145204e+02,0.000000000000000000e+00,7.673084086656737668e+01,3.634334397575145204e+02
0.000000000000000000e+00,4.627799477519910454e+01,3.634334397575145204e+02,0.000000000000000000e+00,4.344748111028604853e+01,3.634334397575145204e+02,0.000000000000000000e+00,3.432468255457506956e+01,3.634334397575145204e+02,0.000000000000000000e+00,5.582124692851159864e+01,3.634334397575145204e+02,0.000000000000000000e+00,2.377431004355818089e+01,3.634334397575145204e+02,0.000000000000000000e+00,2.765361885721071644e+01,3.634334397575145204e+02
